game_date,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,matchup,opponent,shot_id,win.loss
2/19/02,Running Hook Shot,Hook Shot,371,20100758,33.9623,64,82,-118.2058,9,4,0,2001-02,24,10,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. BOS,BOS,2551,0
2/19/02,Alley Oop Layup shot,Layup,428,20100758,34.0443,0,0,-118.2698,4,4,0,2001-02,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. BOS,BOS,2553,0
2/19/02,Jump Shot,Jump Shot,199,20100758,34.0463,153,-2,-118.1168,2,2,0,2001-02,45,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. BOS,BOS,2543,0
2/19/02,Jump Shot,Jump Shot,417,20100758,33.7803,16,264,-118.2538,5,4,0,2001-02,22,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. BOS,BOS,2552,0
2/19/02,Jump Shot,Jump Shot,338,20100758,33.8313,144,213,-118.1258,0,3,0,2001-02,27,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. BOS,BOS,2549,0
2/19/02,Running Jump Shot,Jump Shot,252,20100758,34.0023,-92,42,-118.3618,8,3,0,2001-02,48,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. BOS,BOS,2546,0
2/19/02,Driving Layup Shot,Layup,482,20100758,34.0443,0,0,-118.2698,0,4,0,2001-02,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. BOS,BOS,2558,0
2/19/02,Jump Shot,Jump Shot,353,20100758,33.9173,-141,127,-118.4108,11,4,0,2001-02,42,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. BOS,BOS,2550,0
2/19/02,Jump Shot,Jump Shot,322,20100758,33.9343,-48,110,-118.3178,2,3,0,2001-02,15,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. BOS,BOS,2547,0
2/19/02,Jump Shot,Jump Shot,473,20100758,34.0253,64,19,-118.2058,1,4,0,2001-02,13,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. BOS,BOS,2557,0
2/19/03,Jump Shot,Jump Shot,296,20200774,33.8433,146,201,-118.1238,3,3,0,2002-03,13,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4358,1
2/19/03,Jump Shot,Jump Shot,190,20200774,33.9043,113,140,-118.1568,2,2,0,2002-03,2,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4353,1
2/19/03,Jump Shot,Jump Shot,70,20200774,33.8933,-67,151,-118.3368,3,1,0,2002-03,31,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4346,1
2/19/03,Jump Shot,Jump Shot,12,20200774,33.8403,-135,204,-118.4048,10,1,0,2002-03,43,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4339,1
2/19/03,Jump Shot,Jump Shot,152,20200774,33.9763,176,68,-118.0938,5,2,0,2002-03,32,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4350,1
2/19/03,Jump Shot,Jump Shot,290,20200774,34.0623,-168,-18,-118.4378,3,3,0,2002-03,46,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4357,1
2/19/03,Jump Shot,Jump Shot,88,20200774,33.9443,75,100,-118.1948,0,1,0,2002-03,51,12,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4349,1
2/19/03,Jump Shot,Jump Shot,277,20200774,33.8153,8,229,-118.2618,5,3,0,2002-03,17,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4356,1
2/19/03,Layup Shot,Layup,156,20200774,34.0443,0,0,-118.2698,4,2,0,2002-03,51,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4351,1
2/19/03,Jump Shot,Jump Shot,86,20200774,34.0503,187,-6,-118.0828,0,1,0,2002-03,51,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4348,1
2/19/03,Jump Shot,Jump Shot,33,20200774,33.8403,-138,204,-118.4078,6,1,0,2002-03,54,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4343,1
2/19/03,Jump Shot,Jump Shot,61,20200774,33.8863,-117,158,-118.3868,4,1,0,2002-03,37,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4345,1
2/19/03,Jump Shot,Jump Shot,402,20200774,33.9423,-172,102,-118.4418,4,4,0,2002-03,11,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4363,1
2/19/03,Jump Shot,Jump Shot,81,20200774,34.0263,186,18,-118.0838,1,1,0,2002-03,28,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4347,1
2/19/03,Jump Shot,Jump Shot,24,20200774,34.0623,-148,-18,-118.4178,8,1,0,2002-03,9,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4341,1
2/19/03,Jump Shot,Jump Shot,420,20200774,33.9063,-166,138,-118.4358,1,4,0,2002-03,58,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4365,1
2/19/03,Jump Shot,Jump Shot,376,20200774,33.7873,-26,257,-118.2958,6,4,0,2002-03,59,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4361,1
2/19/03,Jump Shot,Jump Shot,22,20200774,34.0623,212,-18,-118.0578,8,1,0,2002-03,46,21,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4340,1
2/19/03,Jump Shot,Jump Shot,315,20200774,34.0393,121,5,-118.1488,1,3,0,2002-03,19,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4359,1
2/19/03,Jump Shot,Jump Shot,414,20200774,33.8683,126,176,-118.1438,3,4,0,2002-03,14,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4364,1
2/19/03,Jump Shot,Jump Shot,430,20200774,34.0083,-202,36,-118.4718,0,4,0,2002-03,51,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4367,1
2/19/03,Jump Shot,Jump Shot,192,20200774,33.9933,56,51,-118.2138,1,2,0,2002-03,58,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4354,1
2/19/03,Jump Shot,Jump Shot,318,20200774,33.7893,-13,255,-118.2828,0,3,0,2002-03,46,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4360,1
2/19/03,Jump Shot,Jump Shot,395,20200774,34.0443,133,0,-118.1368,5,4,0,2002-03,0,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,4362,1
2/19/12,Jump Shot,Jump Shot,484,21100469,34.0003,94,44,-118.1758,3,4,0,2011-12,7,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18815,1
2/19/12,Jump Shot,Jump Shot,469,21100469,33.9593,-41,85,-118.3108,4,4,0,2011-12,4,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18814,1
2/19/12,Jump Shot,Jump Shot,446,21100469,34.0103,-232,34,-118.5018,6,4,0,2011-12,51,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18812,1
2/19/12,Jump Shot,Jump Shot,429,21100469,34.0083,72,36,-118.1978,7,4,0,2011-12,32,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18811,1
2/19/12,Jump Shot,Jump Shot,405,21100469,33.8163,192,228,-118.0778,9,4,0,2011-12,14,29,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18809,1
2/19/12,Turnaround Bank shot,Bank Shot,455,21100469,33.9923,-146,52,-118.4158,6,4,0,2011-12,6,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18813,1
2/19/12,Jump Shot,Jump Shot,311,21100469,33.9313,-149,113,-118.4188,8,3,0,2011-12,32,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18803,1
2/19/12,Layup Shot,Layup,210,21100469,34.0413,4,3,-118.2658,5,2,0,2011-12,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18796,1
2/19/12,Jump Shot,Jump Shot,45,21100469,34.0523,121,-8,-118.1488,5,1,0,2011-12,32,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18794,1
2/19/12,Jump Shot,Jump Shot,13,21100469,33.8503,-112,194,-118.3818,10,1,0,2011-12,1,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18792,1
2/19/12,Jump Shot,Jump Shot,368,21100469,33.9453,-232,99,-118.5018,1,3,0,2011-12,48,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18806,1
2/19/12,Jump Shot,Jump Shot,358,21100469,33.9563,132,88,-118.1378,2,3,0,2011-12,55,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18805,1
2/19/12,Jump Shot,Jump Shot,371,21100469,33.8683,-179,176,-118.4488,1,3,0,2011-12,15,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18807,1
2/19/12,Jump Shot,Jump Shot,333,21100469,33.8953,-141,149,-118.4108,5,3,0,2011-12,55,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18804,1
2/19/12,Jump Shot,Jump Shot,258,21100469,33.9453,-175,99,-118.4448,1,2,0,2011-12,46,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18798,1
2/19/12,Jump Shot,Jump Shot,195,21100469,33.8433,144,201,-118.1258,6,2,0,2011-12,36,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18795,1
2/19/12,Jump Bank Shot,Jump Shot,306,21100469,34.0053,-40,39,-118.3098,9,3,0,2011-12,28,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18802,1
2/19/12,Jump Shot,Jump Shot,295,21100469,33.8393,151,205,-118.1188,10,3,0,2011-12,44,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18801,1
2/19/12,Jump Shot,Jump Shot,381,21100469,34.0633,-155,-19,-118.4248,0,3,0,2011-12,25,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18808,1
2/19/12,Alley Oop Layup shot,Layup,262,21100469,34.0443,2,0,-118.2678,1,2,0,2011-12,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18799,1
2/19/12,Jump Shot,Jump Shot,275,21100469,33.8683,125,176,-118.1448,0,2,0,2011-12,16,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18800,1
2/19/12,Jump Shot,Jump Shot,30,21100469,33.8793,-187,165,-118.4568,7,1,0,2011-12,52,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ PHX,PHX,18793,1
2/19/16,Jump Shot,Jump Shot,299,21500818,33.8213,-96,223,-118.3658,4,3,0,2015-16,28,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22555,1
2/19/16,Jump Shot,Jump Shot,178,21500818,33.9743,61,70,-118.2088,5,2,0,2015-16,59,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22546,1
2/19/16,Jump Shot,Jump Shot,165,21500818,34.0493,-233,-5,-118.5028,6,2,0,2015-16,55,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22545,1
2/19/16,Driving Layup Shot,Layup,33,21500818,34.0443,9,0,-118.2608,8,1,0,2015-16,16,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22542,1
2/19/16,Jump Shot,Jump Shot,491,21500818,33.8953,195,149,-118.0748,0,4,0,2015-16,53,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22564,1
2/19/16,Pullup Jump shot,Jump Shot,5,21500818,33.8983,0,146,-118.2698,11,1,0,2015-16,6,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22540,1
2/19/16,Pullup Jump shot,Jump Shot,487,21500818,33.9793,58,65,-118.2118,1,4,0,2015-16,23,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22563,1
2/19/16,Layup Shot,Layup,452,21500818,34.0333,9,11,-118.2608,3,4,0,2015-16,12,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22561,1
2/19/16,Turnaround Fadeaway shot,Jump Shot,192,21500818,33.9883,27,56,-118.2428,4,2,0,2015-16,17,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22547,1
2/19/16,Pullup Jump shot,Jump Shot,304,21500818,34.0033,-27,41,-118.2968,4,3,0,2015-16,14,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22556,1
2/19/16,Pullup Jump shot,Jump Shot,234,21500818,33.9643,-52,80,-118.3218,10,3,0,2015-16,59,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22550,1
2/19/16,Turnaround Jump Shot,Jump Shot,76,21500818,33.9883,48,56,-118.2218,4,1,0,2015-16,52,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22544,1
2/19/16,Jump Shot,Jump Shot,450,21500818,33.8743,-56,170,-118.3258,3,4,0,2015-16,22,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22560,1
2/19/16,Jump Shot,Jump Shot,15,21500818,33.8843,-184,160,-118.4538,9,1,0,2015-16,53,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22541,1
2/19/16,Jump Shot,Jump Shot,283,21500818,33.8563,-160,188,-118.4298,5,3,0,2015-16,23,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22554,1
2/19/16,Layup Shot,Layup,263,21500818,34.0413,-22,3,-118.2918,7,3,0,2015-16,31,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22552,1
2/19/16,Jump Shot,Jump Shot,216,21500818,34.0363,-235,8,-118.5048,1,2,0,2015-16,33,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22548,1
2/19/16,Jump Shot,Jump Shot,446,21500818,34.0233,-129,21,-118.3988,4,4,0,2015-16,1,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22559,1
2/19/16,Pullup Jump shot,Jump Shot,278,21500818,34.0423,101,2,-118.1688,6,3,0,2015-16,12,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22553,1
2/19/16,Turnaround Fadeaway shot,Jump Shot,444,21500818,34.0333,-110,11,-118.3798,4,4,0,2015-16,45,11,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. SAS,SAS,22558,1
2/2/09,Fadeaway Jump Shot,Jump Shot,329,20800709,34.0743,-101,-30,-118.3708,7,3,0,2008-09,7,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14112,1
2/2/09,Jump Shot,Jump Shot,491,20800709,34.0183,159,26,-118.1108,6,4,0,2008-09,33,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14118,1
2/2/09,Driving Dunk Shot,Dunk,246,20800709,34.0443,0,0,-118.2698,1,2,0,2008-09,56,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14106,1
2/2/09,Driving Layup Shot,Layup,270,20800709,34.0443,0,0,-118.2698,0,2,0,2008-09,42,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14108,1
2/2/09,Running Jump Shot,Jump Shot,354,20800709,33.9883,-8,56,-118.2778,5,3,0,2008-09,10,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14113,1
2/2/09,Jump Shot,Jump Shot,18,20800709,33.8873,-188,157,-118.4578,10,1,0,2008-09,41,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14091,1
2/2/09,Jump Shot,Jump Shot,24,20800709,33.8883,127,156,-118.1428,9,1,0,2008-09,55,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14092,1
2/2/09,Jump Shot,Jump Shot,235,20800709,33.9203,212,124,-118.0578,2,2,0,2008-09,42,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14105,1
2/2/09,Running Jump Shot,Jump Shot,322,20800709,34.0033,-76,41,-118.3458,8,3,0,2008-09,17,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14111,1
2/2/09,Jump Shot,Jump Shot,265,20800709,33.9623,-166,82,-118.4358,1,2,0,2008-09,6,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14107,1
2/2/09,Jump Shot,Jump Shot,27,20800709,33.8823,108,162,-118.1618,9,1,0,2008-09,29,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14093,1
2/2/09,Jump Shot,Jump Shot,487,20800709,33.9153,-67,129,-118.3368,7,4,0,2008-09,32,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14117,1
2/2/09,Driving Dunk Shot,Dunk,197,20800709,34.0443,0,0,-118.2698,5,2,0,2008-09,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14103,1
2/2/09,Jump Shot,Jump Shot,121,20800709,33.8773,-183,167,-118.4528,0,1,0,2008-09,35,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14098,1
2/2/09,Jump Shot,Jump Shot,183,20800709,34.0373,230,7,-118.0398,7,2,0,2008-09,5,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14100,1
2/2/09,Jump Shot,Jump Shot,195,20800709,33.9363,-163,108,-118.4328,6,2,0,2008-09,4,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14102,1
2/2/09,Jump Shot,Jump Shot,315,20800709,33.9233,209,121,-118.0608,8,3,0,2008-09,39,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14110,1
2/2/09,Turnaround Jump Shot,Jump Shot,77,20800709,34.0633,-150,-19,-118.4198,3,1,0,2008-09,56,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14097,1
2/2/09,Jump Shot,Jump Shot,186,20800709,33.9753,-180,69,-118.4498,6,2,0,2008-09,27,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14101,1
2/2/09,Jump Shot,Jump Shot,58,20800709,34.0503,-155,-6,-118.4248,6,1,0,2008-09,35,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14096,1
2/2/09,Jump Shot,Jump Shot,275,20800709,34.0523,95,-8,-118.1748,0,2,0,2008-09,13,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14109,1
2/2/09,Running Jump Shot,Jump Shot,219,20800709,33.9883,13,56,-118.2568,4,2,0,2008-09,2,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14104,1
2/2/09,Driving Layup Shot,Layup,124,20800709,34.0443,0,0,-118.2698,0,1,0,2008-09,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14099,1
2/2/09,Jump Shot,Jump Shot,13,20800709,33.8523,62,192,-118.2078,11,1,0,2008-09,16,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14090,1
2/2/09,Jump Shot,Jump Shot,46,20800709,33.9073,-212,137,-118.4818,8,1,0,2008-09,3,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14094,1
2/2/09,Jump Shot,Jump Shot,357,20800709,34.0053,190,39,-118.0798,4,3,0,2008-09,30,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14114,1
2/2/09,Jump Shot,Jump Shot,544,20800709,33.9433,-65,101,-118.3348,3,4,0,2008-09,24,12,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14120,1
2/2/09,Turnaround Jump Shot,Jump Shot,494,20800709,34.0223,-120,22,-118.3898,6,4,0,2008-09,17,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14119,1
2/2/09,Driving Layup Shot,Layup,49,20800709,34.0443,0,0,-118.2698,7,1,0,2008-09,34,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ NYK,NYK,14095,1
2/2/16,Step Back Jump shot,Jump Shot,468,21500734,33.9833,-197,61,-118.4668,5,4,0,2015-16,22,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. MIN,MIN,22440,0
2/2/16,Hook Shot,Hook Shot,313,21500734,34.0113,-58,33,-118.3278,8,3,0,2015-16,33,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. MIN,MIN,22433,0
2/2/16,Jump Shot,Jump Shot,368,21500734,33.8073,76,237,-118.1938,3,3,0,2015-16,27,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. MIN,MIN,22437,0
2/2/16,Jump Shot,Jump Shot,63,21500734,33.8163,89,228,-118.1808,4,1,0,2015-16,31,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. MIN,MIN,22429,0
